item_id,construction_type_R1,construction_type_R2,mapping_direction_R1,mapping_direction_R2,source_domain_R1,source_domain_R2,target_domain_R1,target_domain_R2,domain_pair_R1,domain_pair_R2,link_type_R1,link_type_R2,inter_construction_links_R1,inter_construction_links_R2,function_in_network_R1,function_in_network_R2,prototype_distance_R1,prototype_distance_R2,cognitive_stage_R1,cognitive_stage_R2,metaphor_type_R1,metaphor_type_R2,semantic_category_R1,semantic_category_R2,copula_type_R1,copula_type_R2,complement_type_R1,complement_type_R2,modality_marker_R1,modality_marker_R2,negation_marker_R1,negation_marker_R2,genre_R1,genre_R2,cognitive_accessibility_R1,cognitive_accessibility_R2,conceptual_complexity_R1,conceptual_complexity_R2,embodied_experience_R1,embodied_experience_R2,cultural_specificity_R1,cultural_specificity_R2,mapping_transparency_R1,mapping_transparency_R2,conventionality_R1,conventionality_R2,productivity_R1,productivity_R2,systematicity_R1,systematicity_R2,entrenchment_R1,entrenchment_R2,reference_point_salience_R1,reference_point_salience_R2,dominion_scope_R1,dominion_scope_R2,mental_contact_R1,mental_contact_R2,target_activation_R1,target_activation_R2,imageability_R1,imageability_R2,emotional_valence_R1,emotional_valence_R2,information_structure_R1,information_structure_R2
1118,12,12,抽象-抽象,抽象-抽象,自然,自然,状态,状态,19,19,实例,多义,有,有,桥接,桥接,核心,核心,阶段3,阶段1,结构隐喻,结构隐喻,9,9,变成,变成,动词性,动词性,无,无,有,有,网络,网络,3.8,3.7,1.5,1.6,1.6,1.7,2.5,2.3,3.9,3.9,4.2,4.3,2.9,3.0,2.9,2.9,2.6,2.5,1.7,2.0,4.2,4.1,1.6,1.8,2.7,2.6,1.6,1.5,4.5,4.2,3.6,3.6
1119,2,2,抽象-抽象,抽象-抽象,运动,运动,事件,事件,4,4,实例,实例,有,有,核心,核心,边缘,边缘,阶段1,阶段1,结构隐喻,结构隐喻,6,6,算,算,介词短语,介词短语,无,无,无,无,网络,网络,2.0,2.1,1.7,1.5,2.7,2.4,4.2,4.0,2.3,2.1,2.0,2.3,2.7,2.7,3.0,2.9,3.2,3.0,3.6,3.6,3.7,3.7,1.7,1.5,1.7,1.8,3.6,3.6,2.4,2.3,3.2,3.2
1120,8,8,具体-抽象,具体-抽象,空间,空间,关系,关系,4,4,子部分,子部分,有,有,边缘,边缘,边缘,边缘,阶段4,阶段4,方位隐喻,方位隐喻,3,3,算,算,名词性,名词性,无,无,无,无,新闻,文学,3.1,3.1,2.6,2.6,3.0,3.0,3.8,3.7,2.2,2.2,2.4,2.2,2.7,2.4,3.4,3.4,2.1,2.2,2.8,2.6,2.6,2.5,4.5,4.6,1.6,1.4,1.8,1.7,4.0,4.1,4.3,4.4
1121,1,1,具体-抽象,具体-抽象,心理,心理,品质,品质,5,5,实例,实例,有,有,核心,核心,中间,中间,阶段3,阶段3,本体隐喻,方位隐喻,5,6,是,是,形容词性,形容词性,有,有,无,无,对话,对话,4.5,4.3,1.9,1.8,3.5,3.3,2.9,2.7,1.5,1.6,2.7,2.5,3.7,3.6,2.7,2.9,3.3,3.2,3.4,3.2,2.1,2.4,2.1,2.2,1.6,1.8,2.6,2.6,4.4,4.3,3.5,3.5
1122,10,10,抽象-抽象,具体-抽象,自然,自然,抽象概念,时间,15,15,多义,多义,无,无,边缘,边缘,中间,中间,阶段4,阶段4,本体隐喻,本体隐喻,1,1,是,是,介词短语,介词短语,无,无,无,无,文学,学术,3.4,3.3,3.1,2.9,2.3,2.3,4.2,4.3,3.4,3.4,2.8,2.7,3.0,2.9,3.1,2.9,3.5,3.3,3.8,3.7,1.7,1.9,4.1,4.1,4.4,4.3,3.4,3.5,3.6,3.6,2.8,2.8
1123,11,8,抽象-抽象,抽象-抽象,社会,社会,情感,社会角色,12,12,子部分,子部分,有,有,桥接,桥接,边缘,边缘,阶段3,阶段3,本体隐喻,方位隐喻,3,3,是,是,形容词性,形容词性,有,有,无,无,文学,文学,1.9,1.8,3.1,3.3,3.9,3.8,4.2,4.3,2.6,2.5,1.9,1.8,2.9,2.8,4.5,4.2,3.5,3.3,4.0,3.8,4.1,4.1,3.4,3.4,3.1,3.2,4.5,4.5,3.6,3.6,4.3,4.3
1124,4,4,抽象-抽象,具体-抽象,物体,运动,品质,品质,14,6,多义,多义,有,有,核心,核心,核心,核心,阶段2,阶段2,结构隐喻,结构隐喻,9,4,是,是,名词性,名词性,无,无,有,无,文学,学术,2.9,2.8,3.6,3.4,3.1,3.3,3.7,3.5,2.5,2.8,2.0,2.2,1.9,1.8,3.9,3.8,2.9,2.8,2.9,3.0,3.6,3.5,3.0,2.6,2.8,2.8,2.1,2.2,4.2,4.3,1.6,1.4
1125,10,10,具体-抽象,具体-具体,感知,感知,关系,关系,4,4,子部分,子部分,无,无,边缘,边缘,核心,核心,阶段1,阶段1,结构隐喻,结构隐喻,7,5,像,是,形容词性,名词性,有,有,有,有,新闻,新闻,3.1,2.9,3.2,3.0,3.3,3.5,4.1,4.3,3.4,3.3,3.9,4.1,3.5,3.3,2.3,2.2,3.7,3.7,2.6,2.4,3.2,3.3,3.7,3.6,2.8,2.9,1.7,1.4,2.2,2.2,1.6,1.5
1126,11,11,抽象-抽象,抽象-抽象,社会,社会,状态,状态,1,1,子部分,子部分,无,无,桥接,桥接,核心,核心,阶段2,阶段4,结构隐喻,结构隐喻,9,9,是,为,动词性,形容词性,有,有,无,无,文学,文学,3.9,3.9,2.7,2.7,2.2,2.5,3.5,3.7,4.0,3.7,3.0,3.3,3.6,3.7,2.2,2.3,2.5,2.5,3.7,3.5,3.9,3.8,1.6,1.5,3.0,3.1,1.4,1.5,2.2,2.0,2.4,2.0
1127,9,9,具体-抽象,具体-具体,社会,社会,抽象概念,抽象概念,1,1,多义,多义,有,有,边缘,边缘,中间,中间,阶段1,阶段1,方位隐喻,方位隐喻,4,4,像,像,介词短语,动词性,无,无,无,无,学术,学术,4.3,4.3,2.0,1.7,4.0,3.8,3.3,3.4,1.9,1.9,2.4,2.2,1.8,2.0,3.3,3.4,2.9,2.7,2.7,2.8,4.4,4.4,3.6,3.8,2.0,1.8,2.3,2.2,2.8,2.8,1.8,2.0
1128,4,4,具体-具体,具体-具体,人体,人体,社会角色,社会角色,2,2,多义,多义,无,无,桥接,桥接,核心,核心,阶段2,阶段2,本体隐喻,本体隐喻,1,1,算,算,介词短语,名词性,有,有,无,无,文学,文学,1.6,1.8,2.3,2.2,3.4,3.6,2.8,2.7,4.2,4.3,4.3,4.3,3.9,3.8,3.4,3.1,2.2,2.3,4.3,4.4,3.8,3.6,4.2,4.0,3.4,3.2,4.7,4.4,4.3,4.2,2.2,2.3
1129,11,11,具体-具体,具体-具体,社会,社会,品质,品质,21,21,隐喻扩展,隐喻扩展,无,无,核心,核心,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,3,3,变成,算,动词性,动词性,有,无,无,有,网络,网络,2.3,2.3,2.8,2.6,4.1,4.0,2.2,2.1,1.6,1.7,3.9,3.8,4.4,4.1,3.9,3.7,3.2,3.3,3.9,3.9,2.8,2.6,2.3,2.4,4.3,4.0,1.7,1.8,1.5,1.9,2.5,2.4
1130,9,9,抽象-抽象,抽象-抽象,社会,社会,事件,时间,7,7,子部分,隐喻扩展,有,有,边缘,核心,边缘,边缘,阶段4,阶段4,结构隐喻,结构隐喻,2,2,像,像,动词性,动词性,无,无,有,有,文学,文学,2.4,2.4,4.2,4.3,2.1,2.2,1.8,1.6,1.9,1.5,2.7,2.5,2.1,1.9,3.7,3.6,3.0,2.9,3.6,3.6,2.0,1.8,2.5,2.5,3.0,3.3,3.7,3.6,2.7,2.6,2.7,2.8
1131,7,2,抽象-抽象,抽象-抽象,空间,空间,时间,时间,22,22,隐喻扩展,隐喻扩展,无,无,核心,核心,中间,中间,阶段2,阶段3,本体隐喻,本体隐喻,8,8,是,是,名词性,名词性,无,无,有,有,网络,网络,4.5,4.4,1.9,2.2,2.6,2.7,4.0,3.9,4.2,3.8,3.5,3.8,2.9,2.7,3.7,3.7,2.3,2.1,2.2,2.4,3.8,3.7,1.6,2.0,4.2,4.3,1.8,2.1,3.7,3.5,3.1,3.3
1132,7,7,抽象-抽象,抽象-抽象,自然,自然,社会角色,抽象概念,24,24,实例,多义,无,有,边缘,边缘,边缘,边缘,阶段2,阶段2,本体隐喻,结构隐喻,6,6,为,为,介词短语,介词短语,有,有,无,无,文学,学术,3.1,3.3,2.8,2.9,1.9,1.9,1.9,1.9,2.9,2.9,3.2,3.2,4.1,4.1,4.1,4.0,2.3,2.5,2.8,2.8,2.2,2.2,4.1,4.1,1.9,2.1,2.2,2.0,3.9,3.5,2.4,2.6
1133,7,7,抽象-抽象,抽象-抽象,社会,社会,抽象概念,时间,14,14,子部分,隐喻扩展,有,有,桥接,核心,边缘,边缘,阶段4,阶段4,结构隐喻,结构隐喻,1,1,成为,成为,介词短语,介词短语,无,无,无,无,学术,学术,4.2,4.1,3.7,3.8,2.2,2.2,2.8,2.6,4.5,4.4,3.5,3.7,3.0,3.0,3.8,3.8,2.4,2.4,4.0,4.0,3.8,3.9,4.0,3.9,3.8,3.9,1.9,1.9,4.0,4.1,4.4,4.3
1134,12,12,抽象-具体,抽象-具体,自然,自然,抽象概念,抽象概念,15,15,隐喻扩展,隐喻扩展,无,无,边缘,边缘,中间,中间,阶段3,阶段3,方位隐喻,本体隐喻,7,7,算,算,介词短语,介词短语,有,有,无,无,学术,文学,2.7,2.7,3.5,3.6,2.7,2.7,2.3,2.4,2.8,2.7,2.5,2.5,4.1,4.0,2.3,2.3,4.3,4.1,1.5,1.7,2.5,2.5,3.0,2.8,3.5,3.7,2.1,2.3,2.3,2.1,3.1,3.1
1135,6,6,具体-抽象,具体-抽象,社会,社会,情感,情感,3,3,实例,实例,有,无,边缘,边缘,核心,核心,阶段3,阶段3,方位隐喻,方位隐喻,7,7,为,为,名词性,名词性,无,有,有,有,对话,文学,3.9,3.6,4.4,4.2,4.0,4.3,2.9,3.0,4.3,4.3,2.1,2.2,2.2,2.2,4.0,4.3,3.3,3.3,4.0,3.8,2.1,2.1,2.6,2.4,3.5,3.4,1.7,1.8,2.1,2.1,4.1,4.1
1136,5,5,具体-抽象,具体-抽象,自然,自然,时间,时间,16,16,实例,实例,有,有,边缘,边缘,中间,中间,阶段2,阶段2,方位隐喻,方位隐喻,9,9,是,是,名词性,名词性,无,无,有,有,网络,网络,2.3,2.4,2.1,2.1,3.2,3.1,2.4,2.4,2.4,2.2,2.6,2.3,1.4,1.8,2.6,2.6,3.4,3.6,2.5,2.7,2.4,2.4,2.8,2.7,3.3,3.1,1.5,1.6,3.9,3.9,3.8,3.9
1137,6,5,具体-具体,具体-具体,感知,感知,社会角色,社会角色,7,7,隐喻扩展,隐喻扩展,有,有,桥接,桥接,边缘,边缘,阶段3,阶段3,方位隐喻,结构隐喻,7,7,变成,为,名词性,名词性,有,有,有,有,对话,对话,4.3,4.2,1.5,1.6,2.6,2.5,4.1,4.1,3.3,3.4,1.6,1.7,1.9,1.7,4.2,4.0,4.0,4.2,4.0,3.9,2.2,2.3,2.9,2.6,1.9,1.8,4.0,4.0,3.8,4.2,1.7,1.7
1138,3,3,抽象-抽象,抽象-抽象,自然,自然,时间,时间,4,4,子部分,子部分,有,有,桥接,桥接,核心,边缘,阶段1,阶段3,方位隐喻,方位隐喻,2,2,为,为,名词性,动词性,有,有,无,无,新闻,新闻,2.8,3.0,2.5,2.5,3.7,3.8,4.5,4.6,4.4,4.5,3.0,2.8,4.5,4.3,3.8,3.9,2.0,1.9,3.1,3.2,2.7,2.7,2.9,2.9,3.6,3.5,2.1,2.0,2.3,2.3,2.8,2.8
1139,1,1,具体-抽象,具体-抽象,空间,空间,状态,状态,5,5,子部分,子部分,有,有,桥接,桥接,核心,核心,阶段3,阶段4,本体隐喻,本体隐喻,6,6,像,像,动词性,动词性,无,无,有,有,新闻,新闻,3.9,3.9,1.9,2.1,1.5,1.6,4.3,4.4,2.7,2.6,2.8,2.6,1.9,2.2,1.9,1.8,4.3,4.4,3.1,3.1,2.2,2.1,1.9,2.0,2.7,2.7,1.9,1.8,2.8,2.7,4.0,3.8
1140,11,6,具体-抽象,具体-抽象,物体,物体,事件,事件,5,5,多义,多义,无,无,桥接,桥接,边缘,边缘,阶段2,阶段2,本体隐喻,本体隐喻,9,1,像,像,介词短语,介词短语,有,有,有,有,网络,学术,2.3,2.4,3.2,3.3,2.7,2.6,3.5,3.3,1.5,1.5,1.7,1.3,4.2,4.0,4.0,3.7,3.2,3.2,3.6,3.8,2.0,1.9,1.4,1.3,1.6,1.6,2.4,2.4,2.8,3.0,4.4,4.2
1141,9,9,具体-抽象,具体-抽象,自然,心理,时间,时间,5,5,多义,多义,有,有,核心,核心,中间,边缘,阶段1,阶段1,本体隐喻,本体隐喻,6,2,成为,成为,形容词性,形容词性,有,无,无,无,对话,对话,3.6,3.8,4.3,4.2,3.3,3.3,4.3,4.2,1.7,1.8,4.0,4.1,2.5,2.6,3.0,3.2,4.2,4.1,4.1,3.9,2.5,2.7,3.8,3.9,2.3,2.1,3.8,3.9,3.0,3.1,3.5,3.2
1142,8,8,具体-具体,抽象-抽象,心理,心理,状态,状态,16,16,实例,实例,无,无,边缘,边缘,边缘,边缘,阶段1,阶段1,方位隐喻,方位隐喻,2,2,成为,为,动词性,名词性,有,有,无,无,网络,网络,2.7,2.7,3.6,3.7,3.2,3.1,2.8,2.7,3.9,4.1,3.4,3.6,1.6,1.7,4.3,4.6,2.1,1.9,3.5,3.6,4.1,4.1,2.6,2.6,2.8,2.8,2.1,2.2,4.0,4.0,4.3,4.2
1143,5,4,具体-抽象,具体-抽象,感知,感知,事件,事件,3,3,实例,实例,有,有,桥接,桥接,边缘,边缘,阶段3,阶段2,结构隐喻,结构隐喻,7,7,变成,变成,动词性,动词性,有,有,无,无,学术,学术,1.6,1.6,1.9,1.7,3.2,3.4,3.1,3.0,3.1,3.1,2.9,2.7,2.1,2.2,2.9,2.9,2.4,2.2,2.7,2.9,1.8,1.6,3.1,2.9,4.7,4.5,3.1,3.2,3.1,3.4,3.5,3.4
1144,8,8,抽象-具体,抽象-具体,自然,自然,情感,情感,10,10,多义,多义,有,无,边缘,边缘,中间,中间,阶段2,阶段2,方位隐喻,方位隐喻,1,1,算,算,动词性,动词性,无,有,无,无,文学,文学,2.7,2.7,1.7,1.9,2.1,1.9,2.0,2.2,3.1,3.1,4.4,4.6,3.0,2.9,1.7,1.8,2.2,2.2,2.5,2.5,2.4,2.4,2.4,2.5,2.8,2.7,2.1,2.3,3.2,2.9,2.1,2.2
1145,4,4,具体-抽象,具体-抽象,自然,自然,情感,状态,20,20,子部分,子部分,无,无,桥接,桥接,中间,中间,阶段1,阶段1,本体隐喻,本体隐喻,6,6,像,像,介词短语,介词短语,有,有,有,有,文学,文学,3.2,3.0,4.1,4.1,2.4,2.5,4.4,4.2,4.0,4.0,4.4,4.1,1.6,1.9,2.6,2.5,3.6,3.5,3.9,4.1,3.2,3.0,2.9,2.7,2.0,1.9,2.8,2.6,2.5,2.4,3.2,3.3
1146,12,12,抽象-具体,抽象-具体,自然,自然,品质,品质,8,8,隐喻扩展,隐喻扩展,有,有,核心,核心,中间,中间,阶段3,阶段3,本体隐喻,本体隐喻,4,4,为,为,介词短语,形容词性,有,有,有,有,对话,对话,2.1,2.2,3.0,2.9,4.4,4.4,1.9,2.0,4.1,3.9,1.9,1.9,4.4,4.3,2.9,2.8,1.8,1.8,3.2,3.2,3.9,4.0,1.7,1.6,4.3,4.2,3.0,2.9,1.6,1.6,3.9,3.9
1147,12,12,抽象-抽象,抽象-抽象,空间,空间,情感,情感,13,13,子部分,子部分,无,无,核心,核心,边缘,边缘,阶段1,阶段1,结构隐喻,结构隐喻,8,8,算,算,形容词性,形容词性,有,有,有,有,网络,网络,2.2,2.0,4.1,4.2,4.3,4.4,3.4,3.3,2.7,2.9,3.3,3.2,4.1,4.3,3.2,3.4,3.8,4.0,3.9,3.7,2.3,2.5,2.7,2.4,1.5,1.6,3.7,3.9,4.5,4.6,3.6,3.5
1148,4,4,抽象-具体,抽象-抽象,运动,运动,品质,品质,11,11,子部分,子部分,有,有,核心,核心,核心,核心,阶段4,阶段3,方位隐喻,方位隐喻,6,6,是,是,名词性,名词性,有,无,有,有,文学,文学,2.8,2.8,3.7,3.6,2.5,2.4,4.1,3.7,4.1,3.9,3.8,4.1,2.1,1.8,2.1,1.8,2.3,2.5,4.5,4.6,2.5,2.6,2.8,3.2,1.8,2.0,2.1,2.4,3.7,3.8,1.9,1.6
1149,5,5,具体-具体,具体-具体,空间,空间,关系,关系,17,17,隐喻扩展,隐喻扩展,有,有,桥接,桥接,中间,中间,阶段4,阶段4,本体隐喻,方位隐喻,9,9,像,像,动词性,动词性,有,有,无,无,文学,文学,2.2,2.4,4.4,4.4,3.5,3.6,3.0,3.1,2.7,2.8,2.1,2.1,3.8,3.8,3.2,3.1,2.3,2.2,3.4,3.4,3.9,4.0,3.9,4.0,2.8,3.1,2.8,2.7,1.9,1.7,2.2,2.1
1150,10,10,抽象-抽象,抽象-抽象,心理,心理,社会角色,社会角色,15,15,子部分,子部分,无,无,核心,核心,核心,边缘,阶段4,阶段4,方位隐喻,方位隐喻,2,2,为,为,名词性,名词性,无,无,无,无,文学,文学,3.1,2.8,4.1,4.1,2.3,2.1,1.8,1.8,3.6,3.4,1.9,2.2,2.8,3.1,2.8,3.0,2.3,2.3,2.3,2.2,2.5,2.6,2.5,2.5,1.7,1.9,3.4,3.6,2.4,2.4,3.7,3.6
1151,1,1,具体-具体,具体-具体,心理,心理,社会角色,社会角色,11,11,子部分,子部分,无,无,核心,核心,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,7,7,算,算,形容词性,形容词性,有,有,无,无,网络,网络,2.9,2.8,2.7,2.7,2.8,2.8,3.4,3.5,1.8,1.4,2.2,2.2,4.4,4.4,4.1,4.3,3.7,3.9,4.1,4.1,4.3,4.1,1.8,1.6,3.1,3.3,2.1,2.4,3.6,3.3,3.0,3.2
1152,11,11,抽象-具体,抽象-具体,物体,物体,时间,时间,14,14,子部分,子部分,无,无,核心,核心,中间,中间,阶段1,阶段4,本体隐喻,本体隐喻,6,6,变成,变成,动词性,动词性,无,无,有,有,新闻,新闻,2.0,2.1,3.8,3.8,3.7,3.9,3.9,3.8,1.9,1.8,2.2,2.1,1.7,1.8,2.5,2.4,4.2,4.4,2.5,2.4,2.9,3.0,3.5,4.0,2.0,2.0,2.3,2.2,2.2,2.2,1.7,1.4
1153,6,5,抽象-抽象,抽象-抽象,自然,自然,时间,品质,7,21,子部分,隐喻扩展,有,有,边缘,边缘,中间,中间,阶段2,阶段2,结构隐喻,方位隐喻,8,8,为,为,介词短语,介词短语,无,有,有,有,文学,文学,2.0,2.3,3.0,2.9,3.1,3.0,2.2,1.9,4.0,4.1,4.4,4.2,3.0,3.1,2.8,3.0,4.3,4.4,2.2,2.3,3.3,3.3,2.5,2.7,3.4,3.5,3.1,3.2,1.7,1.7,3.7,3.9
1154,11,11,抽象-抽象,抽象-抽象,运动,运动,时间,时间,24,24,子部分,子部分,有,无,核心,核心,核心,核心,阶段3,阶段1,本体隐喻,方位隐喻,1,1,变成,变成,介词短语,名词性,有,有,无,无,对话,对话,3.8,3.8,2.3,2.2,4.1,4.1,3.8,3.8,2.5,2.5,3.9,3.8,2.4,2.5,2.5,2.8,1.4,1.8,1.6,1.7,3.2,3.3,4.0,4.3,1.9,1.8,4.4,4.3,3.2,3.1,1.6,1.9
1155,12,10,具体-抽象,具体-抽象,心理,心理,事件,事件,14,14,隐喻扩展,实例,无,无,桥接,核心,核心,核心,阶段4,阶段4,结构隐喻,结构隐喻,3,3,是,是,动词性,动词性,有,有,有,无,对话,对话,1.8,2.2,2.3,2.3,3.3,3.4,4.1,4.4,2.6,2.3,1.5,1.7,3.7,3.8,3.7,3.4,2.3,2.2,1.9,1.8,2.0,1.6,4.2,4.6,3.8,4.0,4.3,4.3,2.6,2.6,2.3,2.2
1156,7,7,抽象-具体,抽象-具体,心理,心理,情感,情感,7,7,实例,实例,无,无,边缘,边缘,核心,核心,阶段3,阶段3,本体隐喻,本体隐喻,7,7,是,成为,形容词性,形容词性,无,无,有,有,网络,网络,3.5,3.7,2.7,2.7,3.4,3.4,4.5,4.6,3.5,3.7,3.9,3.8,1.8,2.0,4.2,3.8,3.4,3.6,4.0,4.2,2.5,2.6,4.3,3.9,3.9,3.5,3.1,3.4,4.0,3.9,4.4,4.2
1157,8,8,具体-具体,具体-具体,空间,空间,社会角色,情感,21,21,实例,实例,有,有,核心,核心,边缘,核心,阶段1,阶段1,本体隐喻,本体隐喻,2,2,为,为,名词性,名词性,有,有,有,有,对话,新闻,2.8,2.7,1.8,1.7,1.6,1.7,3.0,2.9,3.4,3.4,2.1,2.1,3.5,3.4,3.6,3.5,3.3,3.3,2.4,2.4,2.3,2.2,2.1,2.1,4.5,4.4,2.6,2.7,4.3,4.2,2.3,2.3
1158,10,3,具体-抽象,具体-抽象,人体,人体,事件,状态,5,5,多义,隐喻扩展,无,无,边缘,边缘,边缘,边缘,阶段4,阶段3,方位隐喻,方位隐喻,5,5,是,是,名词性,名词性,无,无,有,有,学术,网络,4.6,4.3,1.9,2.0,3.9,3.6,1.7,1.4,1.7,2.0,2.8,2.7,4.2,4.3,2.7,2.9,2.6,2.5,1.6,1.8,3.4,3.4,2.5,2.3,1.7,1.7,3.2,3.2,3.4,3.2,1.6,1.7
1159,5,5,具体-抽象,抽象-抽象,物体,物体,社会角色,社会角色,24,24,子部分,子部分,无,无,核心,核心,中间,中间,阶段2,阶段3,方位隐喻,方位隐喻,6,6,为,为,形容词性,形容词性,有,有,无,有,网络,学术,1.7,1.8,3.0,3.0,4.4,4.5,2.7,2.7,3.8,3.9,2.5,2.5,2.9,3.0,3.4,3.5,4.1,4.1,2.8,2.5,4.3,4.4,3.7,3.8,3.2,3.1,4.0,4.0,3.5,3.6,1.5,1.5
1160,2,2,具体-具体,具体-具体,人体,人体,关系,关系,11,11,子部分,子部分,无,无,桥接,桥接,中间,中间,阶段4,阶段4,方位隐喻,方位隐喻,8,8,像,像,形容词性,形容词性,有,有,无,无,网络,对话,4.1,3.9,4.2,4.3,2.9,2.7,3.6,3.6,3.2,3.6,2.5,2.3,2.9,2.6,2.7,2.5,1.9,1.9,3.6,3.7,2.1,2.1,2.9,2.9,3.8,3.6,1.5,1.9,4.4,4.6,4.4,4.3
1161,12,12,抽象-具体,抽象-具体,社会,社会,关系,关系,22,22,实例,实例,有,有,桥接,桥接,边缘,边缘,阶段2,阶段2,结构隐喻,结构隐喻,2,2,算,像,形容词性,形容词性,有,有,无,无,对话,对话,2.9,3.1,3.3,3.1,1.9,2.0,4.3,4.0,4.2,4.1,2.5,2.3,2.8,3.0,2.1,1.9,3.4,3.4,2.5,2.4,1.8,1.8,2.4,2.5,4.4,4.1,3.9,3.8,2.1,2.3,2.7,2.8
1162,12,12,抽象-抽象,抽象-抽象,社会,社会,状态,状态,21,15,多义,多义,有,无,核心,核心,中间,中间,阶段3,阶段3,结构隐喻,方位隐喻,9,9,为,为,动词性,动词性,无,无,无,无,新闻,新闻,1.5,1.6,2.8,2.6,4.3,4.4,4.2,4.3,3.0,3.0,3.9,3.9,2.7,2.7,2.4,2.6,2.5,2.2,2.6,2.7,3.0,2.9,2.4,2.5,3.0,3.2,3.4,3.5,4.2,4.2,3.5,3.3
1163,3,3,抽象-抽象,抽象-抽象,运动,运动,品质,品质,11,11,实例,子部分,有,有,桥接,桥接,核心,核心,阶段3,阶段3,方位隐喻,方位隐喻,3,1,变成,变成,介词短语,动词性,无,无,有,有,对话,对话,2.1,2.2,2.1,2.3,2.2,2.2,4.2,4.3,2.8,2.8,2.2,2.5,3.0,2.8,2.8,2.9,3.2,3.1,2.9,2.9,2.4,2.5,3.1,3.3,4.5,4.3,2.3,2.3,3.0,3.3,2.6,2.8
1164,8,8,具体-抽象,抽象-抽象,运动,运动,状态,社会角色,12,12,多义,多义,无,有,桥接,边缘,边缘,核心,阶段2,阶段2,结构隐喻,结构隐喻,6,6,变成,变成,形容词性,形容词性,有,无,有,有,对话,文学,2.6,2.8,2.1,2.1,2.6,2.9,3.4,3.5,2.5,2.4,4.2,3.8,3.0,2.9,3.0,2.9,2.5,2.6,1.4,1.5,1.6,1.8,4.1,4.1,1.7,1.9,4.1,4.1,1.9,2.1,1.9,2.1
1165,3,3,具体-具体,具体-抽象,物体,物体,事件,关系,21,21,子部分,子部分,无,无,边缘,边缘,边缘,边缘,阶段4,阶段4,结构隐喻,方位隐喻,2,7,变成,变成,名词性,动词性,无,无,无,无,学术,学术,2.3,2.5,3.7,3.5,1.7,1.8,3.7,3.5,1.5,1.5,1.8,1.6,4.6,4.6,3.7,3.6,4.4,4.3,3.0,3.0,4.3,4.1,3.4,3.3,2.7,2.7,1.8,1.8,2.5,2.4,4.2,4.1
1166,9,9,抽象-抽象,抽象-抽象,物体,物体,事件,社会角色,23,10,多义,多义,有,有,桥接,桥接,核心,核心,阶段1,阶段1,结构隐喻,结构隐喻,4,1,是,是,动词性,动词性,有,有,无,有,新闻,新闻,2.5,2.4,3.9,3.8,1.9,1.8,1.5,1.5,1.6,1.6,3.3,3.4,1.8,1.9,4.3,4.4,2.9,3.0,4.5,4.5,4.3,4.3,3.3,3.4,2.5,2.4,4.2,4.3,3.5,3.6,4.2,4.3
1167,11,11,具体-抽象,具体-抽象,社会,运动,社会角色,社会角色,14,14,实例,子部分,无,无,桥接,桥接,边缘,边缘,阶段3,阶段3,方位隐喻,方位隐喻,2,6,为,为,形容词性,形容词性,有,有,有,有,学术,学术,4.1,4.1,2.9,2.7,2.2,2.2,2.5,2.6,2.0,2.0,4.1,4.1,2.2,2.4,2.7,2.8,4.3,4.4,3.9,3.9,3.9,4.2,3.8,3.7,2.0,1.8,2.9,2.8,4.1,4.3,4.4,4.4
1168,2,4,抽象-具体,抽象-具体,感知,感知,时间,时间,14,15,实例,多义,无,无,边缘,边缘,中间,中间,阶段1,阶段1,方位隐喻,方位隐喻,9,9,是,成为,动词性,名词性,有,有,有,有,学术,学术,2.5,2.5,3.1,3.2,3.3,3.4,4.3,4.2,4.5,4.3,1.9,1.8,2.3,2.2,1.8,2.1,2.6,2.3,1.7,1.8,2.3,2.5,3.7,3.8,2.4,2.5,4.0,3.9,1.9,1.8,1.6,1.5
1169,10,10,抽象-具体,具体-具体,社会,社会,时间,时间,2,2,隐喻扩展,隐喻扩展,有,有,核心,核心,核心,核心,阶段2,阶段2,结构隐喻,结构隐喻,4,4,为,为,形容词性,形容词性,有,有,有,有,文学,文学,2.8,2.8,3.6,3.7,3.2,3.1,3.4,3.5,4.1,4.1,3.6,3.6,3.0,3.1,1.5,1.7,3.8,3.8,3.4,3.4,1.9,1.9,4.2,4.2,3.7,3.5,1.9,1.8,3.5,3.4,1.6,1.9
1170,12,12,具体-抽象,具体-抽象,自然,自然,抽象概念,抽象概念,9,9,子部分,子部分,有,有,核心,核心,核心,核心,阶段3,阶段3,结构隐喻,结构隐喻,3,9,成为,成为,动词性,动词性,无,无,无,无,新闻,新闻,3.5,3.8,1.7,1.8,3.4,3.4,2.9,2.9,2.9,2.8,3.1,2.8,1.5,1.5,1.6,1.6,3.5,3.6,3.0,2.9,3.5,3.4,2.0,2.0,2.9,3.0,3.1,3.1,2.7,2.8,4.2,4.1
